2008-11-01 04:25:00.000000 UTC,32.864267,-117.189842,805,S,1,76.2,32.864267,-117.189842,805,S,1
2008-11-01 04:25:00.000000 UTC,32.891663,-117.208278,805,S,1,70.1,32.891663,-117.208278,805,S,1
2008-11-01 04:25:00.000000 UTC,32.67696,-117.109463,5,S,4,63.4,32.67696,-117.109463,5,S,4
2008-11-01 04:25:00.000000 UTC,32.7062,-117.147722,5,S,5,62.9,32.7062,-117.147722,5,S,5
2008-11-01 04:25:00.000000 UTC,32.671747,-117.111237,5,S,1,79.5,32.671747,-117.111237,5,S,1
2008-11-01 04:25:00.000000 UTC,32.763297,-117.162027,8,W,2,69.4,32.763297,-117.162027,8,W,2
2008-11-01 04:25:00.000000 UTC,32.930695,-117.240733,5,N,2,62.3,32.930695,-117.240733,5,N,2
2008-11-01 04:25:00.000000 UTC,32.712581,-117.147751,5,S,3,66.6,32.712581,-117.147751,5,S,3
2008-11-01 04:25:00.000000 UTC,32.807319,-117.21645,5,S,3,67.9,32.807319,-117.21645,5,S,3
2008-11-01 04:25:00.000000 UTC,32.831347,-117.168404,805,S,3,80.0,32.831347,-117.168404,805,S,3
2008-11-01 04:25:00.000000 UTC,32.922293,-117.237966,5,N,3,80.3,32.922293,-117.237966,5,N,3
2008-11-01 04:25:00.000000 UTC,33.200816,-117.373244,5,N,4,67.4,33.200816,-117.373244,5,N,4
2008-11-01 04:25:00.000000 UTC,32.706184,-117.120565,15,S,1,75.8,32.706184,-117.120565,15,S,1
2008-11-01 04:25:00.000000 UTC,32.769912,-117.161861,163,S,3,67.5,32.769912,-117.161861,163,S,3
2008-11-01 04:25:00.000000 UTC,32.811568,-117.155583,805,S,3,76.5,32.811568,-117.155583,805,S,3
2008-11-01 04:25:00.000000 UTC,32.761823,-117.165326,8,W,4,65.1,32.761823,-117.165326,8,W,4
2008-11-01 04:25:00.000000 UTC,32.717944,-117.147838,5,S,3,65.9,32.717944,-117.147838,5,S,3
2008-11-01 04:25:00.000000 UTC,32.807319,-117.21645,5,S,2,71.5,32.807319,-117.21645,5,S,2
2008-11-01 04:25:00.000000 UTC,32.755396,-117.202354,5,S,2,58.8,32.755396,-117.202354,5,S,2
2008-11-01 04:25:00.000000 UTC,32.759826,-117.200173,8,W,2,62.7,32.759826,-117.200173,8,W,2
2008-11-01 04:25:00.000000 UTC,32.759802,-117.187519,8,W,4,67.7,32.759802,-117.187519,8,W,4
2008-11-01 04:25:00.000000 UTC,32.7062,-117.147722,5,S,2,72.2,32.7062,-117.147722,5,S,2
2008-11-01 04:25:00.000000 UTC,32.7062,-117.147722,5,S,1,74.6,32.7062,-117.147722,5,S,1
2008-11-01 04:25:00.000000 UTC,32.729729,-117.107696,805,S,4,73.5,32.729729,-117.107696,805,S,4
2008-11-01 04:25:00.000000 UTC,32.907593,-117.225274,5,N,2,78.0,32.907593,-117.225274,5,N,2
2008-11-01 04:25:00.000000 UTC,33.12394,-117.32296,5,N,3,76.5,33.12394,-117.32296,5,N,3
2008-11-01 04:25:00.000000 UTC,32.694358,-117.129467,5,S,2,71.0,32.694358,-117.129467,5,S,2
2008-11-01 04:25:00.000000 UTC,32.755311,-117.125108,805,S,2,75.5,32.755311,-117.125108,805,S,2
2008-11-01 04:25:00.000000 UTC,32.779199,-117.101551,8,W,6,68.6,32.779199,-117.101551,8,W,6
2008-11-01 04:25:00.000000 UTC,32.765048,-117.205506,5,S,4,70.9,32.765048,-117.205506,5,S,4
2008-11-01 04:25:00.000000 UTC,32.833981,-117.233282,5,S,5,63.0,32.833981,-117.233282,5,S,5
2008-11-01 04:25:00.000000 UTC,32.817425,-117.16005,805,S,1,77.1,32.817425,-117.16005,805,S,1
2008-11-01 04:25:00.000000 UTC,32.797079,-117.209814,5,S,3,67.9,32.797079,-117.209814,5,S,3
2008-11-01 04:25:00.000000 UTC,32.798331,-117.149654,805,S,3,81.8,32.798331,-117.149654,805,S,3
2008-11-01 04:25:00.000000 UTC,32.748401,-117.122511,805,S,2,75.4,32.748401,-117.122511,805,S,2
2008-11-01 04:25:00.000000 UTC,32.881653,-117.201619,805,S,5,63.1,32.881653,-117.201619,805,S,5
2008-11-01 04:25:00.000000 UTC,33.167728,-117.34438,5,N,2,80.0,33.167728,-117.34438,5,N,2
2008-11-01 04:25:00.000000 UTC,32.779415,-117.06815,8,W,4,70.3,32.779415,-117.06815,8,W,4
2008-11-01 04:25:00.000000 UTC,32.831347,-117.168404,805,S,2,74.9,32.831347,-117.168404,805,S,2
2008-11-01 04:25:00.000000 UTC,33.012329,-117.266766,5,N,2,71.0,33.012329,-117.266766,5,N,2
2008-11-01 04:25:00.000000 UTC,32.68395,-117.111888,5,S,4,64.9,32.68395,-117.111888,5,S,4
2008-11-01 04:25:00.000000 UTC,32.815542,-117.222956,5,S,2,81.8,32.815542,-117.222956,5,S,2
2008-11-01 04:25:00.000000 UTC,32.780869,-117.138874,805,S,4,73.5,32.780869,-117.138874,805,S,4
2008-11-01 04:25:00.000000 UTC,32.817541,-117.16012,805,S,5,65.3,32.817541,-117.16012,805,S,5
2008-11-01 04:25:00.000000 UTC,32.86542,-117.229933,5,S,1,73.9,32.86542,-117.229933,5,S,1
2008-11-01 04:25:00.000000 UTC,32.769912,-117.161861,163,S,1,76.0,32.769912,-117.161861,163,S,1
2008-11-01 04:25:00.000000 UTC,32.777199,-117.121031,8,W,1,78.0,32.777199,-117.121031,8,W,1
2008-11-01 04:25:00.000000 UTC,33.028326,-117.275912,5,N,5,67.0,33.028326,-117.275912,5,N,5
2008-11-01 04:25:00.000000 UTC,32.872445,-117.229306,5,S,3,64.6,32.872445,-117.229306,5,S,3
2008-11-01 04:25:00.000000 UTC,32.831347,-117.168404,805,S,1,79.2,32.831347,-117.168404,805,S,1
2008-11-01 04:25:00.000000 UTC,32.771677,-117.132551,8,W,4,62.2,32.771677,-117.132551,8,W,4
2008-11-01 04:25:00.000000 UTC,32.779199,-117.101551,8,W,2,78.4,32.779199,-117.101551,8,W,2
2008-11-01 04:25:00.000000 UTC,32.759802,-117.187519,8,W,5,63.1,32.759802,-117.187519,8,W,5
2008-11-01 04:25:00.000000 UTC,32.722887,-117.149778,5,S,2,72.0,32.722887,-117.149778,5,S,2
